ID,StationName,Lat,Lng,District,County,Type,ID2
441,43017D02,32.4,114.4,Hunan,Unknown,TollStation,440
442,43017D03,32.41,114.41,Hunan,Unknown,TollStation,441
443,43017D04,32.42,114.42,Hunan,Unknown,TollStation,442
444,43017D05,32.43,114.43,Hunan,Unknown,TollStation,443
445,43017D06,32.44,114.44,Hunan,Unknown,TollStation,444
446,43017E01,32.45,114.45,Hunan,Unknown,TollStation,445
447,43017E02,32.46,114.46,Hunan,Unknown,TollStation,446
448,43017E03,32.47,114.47,Hunan,Unknown,TollStation,447
449,43017E04,32.480000000000004,114.48,Hunan,Unknown,TollStation,448
450,43017E05,32.49,114.49,Hunan,Unknown,TollStation,449
451,43017E06,32.5,114.5,Hunan,Unknown,TollStation,450
452,43017E07,32.51,114.51,Hunan,Unknown,TollStation,451
453,43017F15,32.52,114.52,Hunan,Unknown,TollStation,452
454,43017F16,32.53,114.53,Hunan,Unknown,TollStation,453
455,43017F17,32.54,114.54,Hunan,Unknown,TollStation,454
456,43018101,32.55,114.55,Hunan,Unknown,TollStation,455
457,43018102,32.56,114.56,Hunan,Unknown,TollStation,456
458,43018103,32.57,114.57,Hunan,Unknown,TollStation,457
459,43018104,32.58,114.58,Hunan,Unknown,TollStation,458
460,43018201,32.59,114.59,Hunan,Unknown,TollStation,459
461,43018202,32.6,114.6,Hunan,Unknown,TollStation,460
462,43018302,32.61,114.61,Hunan,Unknown,TollStation,461
463,43018303,32.62,114.62,Hunan,Unknown,TollStation,462
464,43018304,32.63,114.63,Hunan,Unknown,TollStation,463
465,43018305,32.64,114.64,Hunan,Unknown,TollStation,464
466,43018306,32.65,114.65,Hunan,Unknown,TollStation,465
467,43018307,32.66,114.66,Hunan,Unknown,TollStation,466
468,43018308,32.67,114.67,Hunan,Unknown,TollStation,467
469,43018401,32.68,114.68,Hunan,Unknown,TollStation,468
470,43018402,32.69,114.69,Hunan,Unknown,TollStation,469
471,43018403,32.7,114.7,Hunan,Unknown,TollStation,470
472,43018404,32.71,114.71,Hunan,Unknown,TollStation,471
473,43018405,32.72,114.72,Hunan,Unknown,TollStation,472
474,43018406,32.730000000000004,114.73,Hunan,Unknown,TollStation,473
475,43018501,32.74,114.74,Hunan,Unknown,TollStation,474
476,43018502,32.75,114.75,Hunan,Unknown,TollStation,475
477,43018701,32.76,114.76,Hunan,Unknown,TollStation,476
478,43018702,32.77,114.77,Hunan,Unknown,TollStation,477
479,4A130C,32.78,114.78,Hunan,Unknown,TollStation,478
480,4A1506,32.79,114.79,Hunan,Unknown,TollStation,479
481,4A1E11,32.8,114.8,Hunan,Unknown,TollStation,480
482,4A240F,32.81,114.81,Hunan,Unknown,TollStation,481
483,4A3504,32.82,114.82,Hunan,Unknown,TollStation,482
484,4A3C0E,32.83,114.83,Hunan,Unknown,TollStation,483
485,4A4319,32.84,114.84,Hunan,Unknown,TollStation,484
486,4A480F,32.85,114.85,Hunan,Unknown,TollStation,485
487,4A4C0E,32.86,114.86,Hunan,Unknown,TollStation,486
488,4A580B,32.87,114.87,Hunan,Unknown,TollStation,487
489,4A7109,32.88,114.88,Hunan,Unknown,TollStation,488
490,4A7308,32.89,114.89,Hunan,Unknown,TollStation,489
491,4A740F,32.9,114.9,Hunan,Unknown,TollStation,490
492,4A8001,32.91,114.91,Hunan,Unknown,TollStation,491
493,4B0601,32.92,114.92,Hunan,Unknown,TollStation,492
494,4B0F01,32.93,114.93,Hunan,Unknown,TollStation,493
495,4B1701,32.94,114.94,Hunan,Unknown,TollStation,494
496,4B1F01,32.95,114.95,Hunan,Unknown,TollStation,495
497,4B2A01,32.96,114.96,Hunan,Unknown,TollStation,496
498,4B3601,32.97,114.97,Hunan,Unknown,TollStation,497
499,4B3D01,32.980000000000004,114.98,Hunan,Unknown,TollStation,498
500,4B4101,32.99,114.99,Hunan,Unknown,TollStation,499
501,4B4401,33.0,115.0,Hunan,Unknown,TollStation,500
502,4B4901,33.01,115.01,Hunan,Unknown,TollStation,501
503,4B5201,33.02,115.02,Hunan,Unknown,TollStation,502
504,4B6501,33.03,115.03,Hunan,Unknown,TollStation,503
505,4B7701,33.04,115.04,Hunan,Unknown,TollStation,504
506,4B8301,33.05,115.05,Hunan,Unknown,TollStation,505
