日期,站点名称,事件描述
2023/10/7,Zhijiang,Special Event: Peak traffic flow during the National Day and Mid-Autumn Festival holiday
2023/10/7,Chenzhou West,Special Event: Peak traffic flow during the National Day and Mid-Autumn Festival holiday
2023/10/8,Jiulongjiang,Special Event: Peak traffic flow after holiday
2023/10/8,Sanpu,Special Event: Temporary speed limit due to foggy weather
2023/10/8,Bamianshan,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/8,Shuangfeng West,Special Event: Traffic congestion caused by heavy rain
2023/10/8,Jishou East,Special Event: Peak traffic flow after holiday
2023/10/8,Huaihua East,Special Event: Traffic accident causing lane closure
2023/10/8,Xiangxiang,Special Event: Peak traffic flow during the National Day holiday
2023/10/8,Reshi,Special Event: Peak traffic flow after holiday
2023/10/9,Yunlong,Special Event: Peak traffic flow after holiday
2023/10/9,Xianzijiao,Special Event: Traffic congestion caused by heavy rain
2023/10/9,Xintian,Special Event: Traffic control due to road construction
2023/10/9,Yangshan,Special Event: Traffic congestion caused by heavy rain
2023/10/9,Hefu,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/9,Jianjia'ao,Special Event: Traffic control due to road construction
2023/10/9,Furong Town,Special Event: Peak traffic flow after holiday
2023/10/9,Longtang Interchange East,Special Event: Peak traffic flow during the National Day holiday
2023/10/10,Xianzijiao,Special Event: Traffic congestion caused by heavy rain
2023/10/10,Youren,Special Event: Traffic congestion caused by heavy rain
2023/10/10,Dazhongqiao,Special Event: Peak traffic flow after holiday
2023/10/10,Kaihui,Special Event: Equipment maintenance affecting toll station
2023/10/10,Zhuzhou North,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/10,Taolin,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/10,Shibu,Special Event: Traffic congestion caused by heavy rain
2023/10/10,Shaodong South,Special Event: Temporary speed limit due to foggy weather
2023/10/11,Shuangjiang,Special Event: Temporary speed limit due to foggy weather
2023/10/11,Huaihua South,Special Event: Peak traffic flow during the National Day holiday
2023/10/11,Jiaoziya,Special Event: Peak traffic flow after holiday
2023/10/11,Zhuxi,Special Event: Traffic congestion caused by heavy rain
2023/10/11,Taohuajiang,Special Event: Equipment maintenance affecting toll station
2023/10/11,Yanling,Special Event: Peak traffic flow after holiday
2023/10/11,Zhijiang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/11,Daolin Interchange East,Special Event: Traffic control due to road construction
2023/10/12,Gugang,Special Event: Traffic congestion caused by heavy rain
2023/10/12,Jishou South,Special Event: Temporary speed limit due to foggy weather
2023/10/12,Lishantang,Special Event: Traffic control due to road construction
2023/10/12,Hongjiang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/12,Yijiang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/12,Yiyang North,Special Event: Traffic control due to road construction
2023/10/12,Citangxu,Special Event: Equipment maintenance affecting toll station
2023/10/12,Chaling,Special Event: Traffic control due to road construction
2023/10/13,Le'anpu,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/13,Le'anpu,Special Event: Traffic congestion caused by heavy rain
2023/10/13,Jishou South,Special Event: Peak traffic flow during the National Day holiday
2023/10/13,Ningxiang,Special Event: Peak traffic flow during the National Day holiday
2023/10/13,Huaihua East,Special Event: Traffic control due to road construction
2023/10/13,Taohuajiang,Special Event: Equipment maintenance affecting toll station
2023/10/13,Xiangtan,Special Event: Temporary speed limit due to foggy weather
2023/10/13,Chijiang Interchange East,Special Event: Peak traffic flow after holiday
2023/10/14,Guanshi,Special Event: Peak traffic flow during the National Day holiday
2023/10/14,Fenghuang West,Special Event: Traffic control due to road construction
2023/10/14,Ningyuan East,Special Event: Peak traffic flow during the National Day holiday
2023/10/14,Cili West,Special Event: Traffic accident causing lane closure
2023/10/14,Nijiangkou,Special Event: Traffic congestion caused by heavy rain
2023/10/14,Xiangtan,Special Event: Equipment maintenance affecting toll station
2023/10/14,Chenzhou,Special Event: Traffic congestion caused by heavy rain
2023/10/14,Matian,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/15,Linwu,Special Event: Peak traffic flow during the National Day holiday
2023/10/15,Huitong,Special Event: Traffic congestion caused by heavy rain
2023/10/15,Sanpu,Special Event: Traffic accident causing lane closure
2023/10/15,Fenghuang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/15,Jiahe,Special Event: Equipment maintenance affecting toll station
2023/10/15,Ningyuan East,Special Event: Peak traffic flow during the National Day holiday
2023/10/15,Zhuxi,Special Event: Temporary speed limit due to foggy weather
2023/10/15,Furong Town West,Special Event: Equipment maintenance affecting toll station
2023/10/16,Huitong,Special Event: Equipment maintenance affecting toll station
2023/10/16,Nanjiang,Special Event: Traffic congestion caused by heavy rain
2023/10/16,Youren,Special Event: Peak traffic flow during the National Day holiday
2023/10/16,Shuangjiang,Special Event: Peak traffic flow during the National Day holiday
2023/10/16,Ningyuan East,Special Event: Equipment maintenance affecting toll station
2023/10/16,Kaihui,Special Event: Equipment maintenance affecting toll station
2023/10/16,Xinhuang,Special Event: Temporary speed limit due to foggy weather
2023/10/16,Jiehualong,Special Event: Traffic control due to road construction
2023/10/17,Yutian,Special Event: Equipment maintenance affecting toll station
2023/10/17,Huaihua West,Special Event: Equipment maintenance affecting toll station
2023/10/17,Liufeng,Special Event: Peak traffic flow during the National Day holiday
2023/10/17,Yiyang North,Special Event: Traffic control due to road construction
2023/10/17,Shibu,Special Event: Traffic congestion caused by heavy rain
2023/10/17,Shaodong South,Special Event: Temporary speed limit due to foggy weather
2023/10/17,Shaoshan Interchange East,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/17,Longtang Interchange East,Special Event: Peak traffic flow during the National Day holiday
2023/10/18,Dashui,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/18,Zhaishi,Special Event: Equipment maintenance affecting toll station
2023/10/18,Lingxiu,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/18,Zhangjiajie West,Special Event: Peak traffic flow after holiday
2023/10/18,Songmutang,Special Event: Traffic control due to road construction
2023/10/18,Jianjia'ao,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/18,Shaoshan,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/18,Lijiachong,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/19,Huilongxu,Special Event: Peak traffic flow during the National Day holiday
2023/10/19,Qishan,Special Event: Peak traffic flow after holiday
2023/10/19,Xingcheng,Special Event: Temporary speed limit due to foggy weather
2023/10/19,Lijiatang,Special Event: Traffic control due to road construction
2023/10/19,Taolin,Special Event: Temporary speed limit due to foggy weather
2023/10/19,Quanjiaohe,Special Event: Peak traffic flow after holiday
2023/10/19,Jiehualong,Special Event: Traffic control due to road construction
2023/10/19,Chenzhou West,Special Event: Equipment maintenance affecting toll station
2023/10/20,Yutian,Special Event: Temporary speed limit due to foggy weather
2023/10/20,Gugang,Special Event: Traffic accident causing lane closure
2023/10/20,Dashui,Special Event: Peak traffic flow during the National Day holiday
2023/10/20,Langshan,Special Event: Equipment maintenance affecting toll station
2023/10/20,Huaihua North,Special Event: Peak traffic flow after holiday
2023/10/20,Lijiatang,Special Event: Equipment maintenance affecting toll station
2023/10/20,Hefu,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/20,Yantang,Special Event: Peak traffic flow after holiday
2023/10/21,Linwu,Special Event: Temporary speed limit due to foggy weather
2023/10/21,Huarong,Special Event: Peak traffic flow during the National Day holiday
2023/10/21,Guanzhuang,Special Event: Equipment maintenance affecting toll station
2023/10/21,Xintang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/21,Reshi,Special Event: Traffic control due to road construction
2023/10/21,Hongqi,Special Event: Peak traffic flow during the National Day holiday
2023/10/21,Zhanqiao,Special Event: Peak traffic flow during the National Day holiday
2023/10/21,Huangsha,Special Event: Peak traffic flow during the National Day holiday
2023/10/22,Guanshan,Special Event: Traffic accident causing lane closure
2023/10/22,Jiahe,Special Event: Equipment maintenance affecting toll station
2023/10/22,Dashui,Special Event: Peak traffic flow after holiday
2023/10/22,Langshan,Special Event: Traffic congestion caused by heavy rain
2023/10/22,Langshan,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/22,Yijiang,Special Event: Traffic accident causing lane closure
2023/10/22,Shaoyang County,Special Event: Traffic control due to road construction
2023/10/22,Chenzhou,Special Event: Peak traffic flow after holiday
2023/10/23,Le'anpu,Special Event: Temporary speed limit due to foggy weather
2023/10/23,Jiulongjiang,Special Event: Peak traffic flow after holiday
2023/10/23,Yaojiaba,Special Event: Traffic accident causing lane closure
2023/10/23,Pingjiang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/23,Yantang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/23,Yijiang,Special Event: Traffic accident causing lane closure
2023/10/23,Hengdong,Special Event: Temporary speed limit due to foggy weather
2023/10/23,Niaojiang,Special Event: Temporary speed limit due to foggy weather
2023/10/24,Yunlong,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/24,Youren,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/24,Zhangfang,Special Event: Peak traffic flow after holiday
2023/10/24,Xintian,Special Event: Traffic control due to road construction
2023/10/24,Yongzhou North,Special Event: Traffic control due to road construction
2023/10/24,Tongdao,Special Event: Traffic congestion caused by heavy rain
2023/10/24,Shaoshan,Special Event: Traffic accident causing lane closure
2023/10/24,Lijiachong,Special Event: Peak traffic flow during the National Day holiday
2023/10/25,Gugang,Special Event: Traffic congestion caused by heavy rain
2023/10/25,Pinghe,Special Event: Peak traffic flow after holiday
2023/10/25,Zhangjiajie West,Special Event: Temporary speed limit due to foggy weather
2023/10/25,Xingcheng,Special Event: Equipment maintenance affecting toll station
2023/10/25,Taoyuan,Special Event: Temporary speed limit due to foggy weather
2023/10/25,Jiehualong,Special Event: Temporary speed limit due to foggy weather
2023/10/25,Tongdao,Special Event: Equipment maintenance affecting toll station
2023/10/25,Tongdao,Special Event: Peak traffic flow after holiday
2023/10/26,Jiulongjiang,Special Event: Equipment maintenance affecting toll station
2023/10/26,Yunlong,Special Event: Peak traffic flow during the National Day holiday
2023/10/26,Yaojiaba,Special Event: Peak traffic flow after holiday
2023/10/26,Ningyuan West,Special Event: Temporary speed limit due to foggy weather
2023/10/26,Ningyuan West,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/26,Xinhua,Special Event: Traffic accident causing lane closure
2023/10/26,Daozhou South,Special Event: Traffic accident causing lane closure
2023/10/26,Jinzhou,Special Event: Peak traffic flow during the National Day holiday
2023/10/27,Xianzijiao,Special Event: Peak traffic flow during the National Day holiday
2023/10/27,Sanpu,Special Event: Peak traffic flow during the National Day holiday
2023/10/27,Xiaotang,Special Event: Traffic congestion caused by heavy rain
2023/10/27,Xintang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/27,Zhuxi,Special Event: Traffic control due to road construction
2023/10/27,Yangzichong,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/27,Chaling,Special Event: Traffic congestion caused by heavy rain
2023/10/27,Huangsha,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/28,Zhongfang,Special Event: Temporary speed limit due to foggy weather
2023/10/28,Youren,Special Event: Peak traffic flow during the National Day holiday
2023/10/28,Yangshan,Special Event: Traffic control due to road construction
2023/10/28,Taohuajiang,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/28,Hefu,Special Event: Traffic control due to road construction
2023/10/28,Dongkou,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/28,Xiangtan,Special Event: Temporary speed limit due to foggy weather
2023/10/28,Yanglousi,Special Event: Temporary speed limit due to foggy weather
2023/10/29,南县西,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/29,Shuangjiang,Special Event: Traffic congestion caused by heavy rain
2023/10/29,Pingjiang,Special Event: Traffic congestion caused by heavy rain
2023/10/29,Zhuxi,Special Event: Peak traffic flow after holiday
2023/10/29,Yantang,Special Event: Traffic congestion caused by heavy rain
2023/10/29,Zhurong,Special Event: Traffic congestion caused by heavy rain
2023/10/29,Huangxing,Special Event: Peak traffic flow after holiday
2023/10/29,Lijiachong,Special Event: Equipment maintenance affecting toll station
2023/10/30,Huitong,Special Event: Traffic control due to road construction
2023/10/30,Guanshan,Special Event: Traffic congestion caused by heavy rain
2023/10/30,Shuangjiang,Special Event: Peak traffic flow after holiday
2023/10/30,Lingxiu,Special Event: Peak traffic flow after holiday
2023/10/30,Zhangjiajie West,Special Event: Traffic accident causing lane closure
2023/10/30,Huaihua North,Special Event: Temporary speed limit due to foggy weather
2023/10/30,Yanglousi,Special Event: Temporary speed limit due to foggy weather
2023/10/30,Longhui,Special Event: Traffic congestion caused by heavy rain
2023/10/31,Xianzijiao,Special Event: Equipment maintenance affecting toll station
2023/10/31,Guanshi,Special Event: Temporary speed limit due to foggy weather
2023/10/31,Taling,Special Event: Equipment maintenance affecting toll station
2023/10/31,Kaihui,Special Event: Traffic congestion caused by heavy rain
2023/10/31,Quanjiaohe,Special Event: Traffic congestion caused by heavy rain
2023/10/31,Hongshi,Special Event: Peak traffic flow during the Mid-Autumn Festival holiday
2023/10/31,Shaoyang County,Special Event: Equipment maintenance affecting toll station
2023/10/31,Chenzhou West,Special Event: Equipment maintenance affecting toll station
