地名,日期,经度,纬度,2米气温(°C),天气代码(),降雨量(mm),100米风速(m/s)
"湖南省, 中国",2023/9/13 0:00,111.2178802,27.38137054,19.35,Overcast,0,6.79
"湖南省, 中国",2023/9/13 1:00,111.2178802,27.38137054,19.06,Overcast,0,5.66
"湖南省, 中国",2023/9/13 2:00,111.2178802,27.38137054,19,Overcast,0,5.82
"湖南省, 中国",2023/9/13 3:00,111.2178802,27.38137054,18.95,Overcast,0,6.02
"湖南省, 中国",2023/9/13 4:00,111.2178802,27.38137054,18.85,Overcast,0,6.71
"湖南省, 中国",2023/9/13 5:00,111.2178802,27.38137054,18.75,Overcast,0,6.82
"湖南省, 中国",2023/9/13 6:00,111.2178802,27.38137054,18.7,Overcast,0,7.67
"湖南省, 中国",2023/9/13 7:00,111.2178802,27.38137054,18.81,Overcast,0,7.57
"湖南省, 中国",2023/9/13 8:00,111.2178802,27.38137054,18.4,Overcast,0,6.46
"湖南省, 中国",2023/9/13 9:00,111.2178802,27.38137054,18.06,drizzle,1,5.84
"湖南省, 中国",2023/9/13 10:00,111.2178802,27.38137054,18.85,drizzle,0.7,7.01
"湖南省, 中国",2023/9/13 11:00,111.2178802,27.38137054,18.81,中雨,3.7,6.45
"湖南省, 中国",2023/9/13 12:00,111.2178802,27.38137054,20.1,drizzle,0.7,5.55
"湖南省, 中国",2023/9/13 13:00,111.2178802,27.38137054,20.95,drizzle,0.5,6.77
"湖南省, 中国",2023/9/13 14:00,111.2178802,27.38137054,21.31,Sunny,0.2,7.26
"湖南省, 中国",2023/9/13 15:00,111.2178802,27.38137054,21.5,Sunny,0.1,8.66
"湖南省, 中国",2023/9/13 16:00,111.2178802,27.38137054,21.9,Cloudy,0,7.26
"湖南省, 中国",2023/9/13 17:00,111.2178802,27.38137054,21.6,Sunny,0,7.62
"湖南省, 中国",2023/9/13 18:00,111.2178802,27.38137054,21.06,Sunny,0,6.59
"湖南省, 中国",2023/9/13 19:00,111.2178802,27.38137054,20.2,Sunny,0.3,5.51
"湖南省, 中国",2023/9/13 20:00,111.2178802,27.38137054,19.1,drizzle,0.5,5.26
"湖南省, 中国",2023/9/13 21:00,111.2178802,27.38137054,19,Sunny,0,5.25
"湖南省, 中国",2023/9/13 22:00,111.2178802,27.38137054,18.85,Sunny,0,5.06
"湖南省, 中国",2023/9/13 23:00,111.2178802,27.38137054,18.56,Sunny,0.2,4.9
"湖南省, 中国",2023/9/14 0:00,111.2178802,27.38137054,18.5,drizzle,0.4,4.9
"湖南省, 中国",2023/9/14 1:00,111.2178802,27.38137054,18.5,Sunny,0.2,4.6
"湖南省, 中国",2023/9/14 2:00,111.2178802,27.38137054,18.45,Sunny,0.2,4.73
"湖南省, 中国",2023/9/14 3:00,111.2178802,27.38137054,18.2,drizzle,0.4,4.73
"湖南省, 中国",2023/9/14 4:00,111.2178802,27.38137054,18.1,drizzle,0.6,4.74
"湖南省, 中国",2023/9/14 5:00,111.2178802,27.38137054,18.1,Sunny,0.1,5.54
"湖南省, 中国",2023/9/14 6:00,111.2178802,27.38137054,18.06,Sunny,0,5.73
"湖南省, 中国",2023/9/14 7:00,111.2178802,27.38137054,18.2,Sunny,0,6.58
"湖南省, 中国",2023/9/14 8:00,111.2178802,27.38137054,18.7,Sunny,0,5.17
"湖南省, 中国",2023/9/14 9:00,111.2178802,27.38137054,19.95,Sunny,0,4.68
"湖南省, 中国",2023/9/14 10:00,111.2178802,27.38137054,21.65,Cloudy,0,5.35
"湖南省, 中国",2023/9/14 11:00,111.2178802,27.38137054,22.75,Cloudy,0.1,4.83
"湖南省, 中国",2023/9/14 12:00,111.2178802,27.38137054,23.35,Overcast,0.1,4.34
"湖南省, 中国",2023/9/14 13:00,111.2178802,27.38137054,24,Overcast,0.1,3.58
"湖南省, 中国",2023/9/14 14:00,111.2178802,27.38137054,23.95,Overcast,0,3.8
"湖南省, 中国",2023/9/14 15:00,111.2178802,27.38137054,24.35,Overcast,0,3.88
"湖南省, 中国",2023/9/14 16:00,111.2178802,27.38137054,24.35,Cloudy,0,4.1
"湖南省, 中国",2023/9/14 17:00,111.2178802,27.38137054,23.7,Sunny,0,3.78
"湖南省, 中国",2023/9/14 18:00,111.2178802,27.38137054,22.9,Sunny,0,2.83
"湖南省, 中国",2023/9/14 19:00,111.2178802,27.38137054,21.81,Sunny,0,2.86
"湖南省, 中国",2023/9/14 20:00,111.2178802,27.38137054,20.7,Sunny,0,2.33
"湖南省, 中国",2023/9/14 21:00,111.2178802,27.38137054,20.6,Sunny,0,3.13
"湖南省, 中国",2023/9/14 22:00,111.2178802,27.38137054,20.35,Sunny,0,3.2
"湖南省, 中国",2023/9/14 23:00,111.2178802,27.38137054,19.35,Sunny,0,2.65
"湖南省, 中国",2023/9/15 0:00,111.2178802,27.38137054,18.81,Sunny,0,2.6
"湖南省, 中国",2023/9/15 1:00,111.2178802,27.38137054,18.56,Sunny,0,2.43
"湖南省, 中国",2023/9/15 2:00,111.2178802,27.38137054,18.56,Sunny,0,2.01
"湖南省, 中国",2023/9/15 3:00,111.2178802,27.38137054,18.45,Cloudy,0,1.9
"湖南省, 中国",2023/9/15 4:00,111.2178802,27.38137054,18.31,Sunny,0,3.08
"湖南省, 中国",2023/9/15 5:00,111.2178802,27.38137054,18.25,Sunny,0,3.91
"湖南省, 中国",2023/9/15 6:00,111.2178802,27.38137054,17.95,Sunny,0,4.54
"湖南省, 中国",2023/9/15 7:00,111.2178802,27.38137054,18.1,Sunny,0,4.8
"湖南省, 中国",2023/9/15 8:00,111.2178802,27.38137054,19.95,Sunny,0,3.44
"湖南省, 中国",2023/9/15 9:00,111.2178802,27.38137054,21.95,Cloudy,0,3.23
"湖南省, 中国",2023/9/15 10:00,111.2178802,27.38137054,22.7,Overcast,0.1,2.62
"湖南省, 中国",2023/9/15 11:00,111.2178802,27.38137054,23.2,Cloudy,0,1.08
"湖南省, 中国",2023/9/15 12:00,111.2178802,27.38137054,24,Overcast,0.1,1
"湖南省, 中国",2023/9/15 13:00,111.2178802,27.38137054,24.95,Cloudy,0,0.54
"湖南省, 中国",2023/9/15 14:00,111.2178802,27.38137054,25.7,Overcast,0,0.28
"湖南省, 中国",2023/9/15 15:00,111.2178802,27.38137054,25.9,Overcast,0,0.73
"湖南省, 中国",2023/9/15 16:00,111.2178802,27.38137054,25.81,Overcast,0,1.5
"湖南省, 中国",2023/9/15 17:00,111.2178802,27.38137054,25.25,Overcast,0,2.25
"湖南省, 中国",2023/9/15 18:00,111.2178802,27.38137054,24.31,Sunny,0,3.26
"湖南省, 中国",2023/9/15 19:00,111.2178802,27.38137054,22.81,Overcast,0,2.94
"湖南省, 中国",2023/9/15 20:00,111.2178802,27.38137054,21.25,Sunny,0,1.91
"湖南省, 中国",2023/9/15 21:00,111.2178802,27.38137054,22.06,Sunny,0,1.56
"湖南省, 中国",2023/9/15 22:00,111.2178802,27.38137054,20.81,Sunny,0,0.76
"湖南省, 中国",2023/9/15 23:00,111.2178802,27.38137054,19.95,Sunny,0,0.78
"湖南省, 中国",2023/9/16 0:00,111.2178802,27.38137054,20.95,Sunny,0,1.48
"湖南省, 中国",2023/9/16 1:00,111.2178802,27.38137054,20.81,Sunny,0,1.36
"湖南省, 中国",2023/9/16 2:00,111.2178802,27.38137054,19.85,Sunny,0,0.71
"湖南省, 中国",2023/9/16 3:00,111.2178802,27.38137054,19.06,Sunny,0,0.67
"湖南省, 中国",2023/9/16 4:00,111.2178802,27.38137054,19,Sunny,0,1.02
"湖南省, 中国",2023/9/16 5:00,111.2178802,27.38137054,18.7,Sunny,0,1.1
"湖南省, 中国",2023/9/16 6:00,111.2178802,27.38137054,18.35,Sunny,0,0.4
"湖南省, 中国",2023/9/16 7:00,111.2178802,27.38137054,19.2,Sunny,0,0.22
"湖南省, 中国",2023/9/16 8:00,111.2178802,27.38137054,21.25,Sunny,0,0.22
"湖南省, 中国",2023/9/16 9:00,111.2178802,27.38137054,22.7,Sunny,0,0.92
"湖南省, 中国",2023/9/16 10:00,111.2178802,27.38137054,24.25,Sunny,0,1.5
"湖南省, 中国",2023/9/16 11:00,111.2178802,27.38137054,25.56,Overcast,0,1.92
"湖南省, 中国",2023/9/16 12:00,111.2178802,27.38137054,26.45,Overcast,0,2.24
"湖南省, 中国",2023/9/16 13:00,111.2178802,27.38137054,27.31,Cloudy,0,2.5
"湖南省, 中国",2023/9/16 14:00,111.2178802,27.38137054,28.06,Sunny,0,2.2
"湖南省, 中国",2023/9/16 15:00,111.2178802,27.38137054,28.4,Sunny,0,2.1
"湖南省, 中国",2023/9/16 16:00,111.2178802,27.38137054,28.5,Sunny,0,2.53
"湖南省, 中国",2023/9/16 17:00,111.2178802,27.38137054,27.85,Sunny,0,3.45
"湖南省, 中国",2023/9/16 18:00,111.2178802,27.38137054,26.45,Sunny,0,5.16
"湖南省, 中国",2023/9/16 19:00,111.2178802,27.38137054,24.25,Sunny,0,2.95
"湖南省, 中国",2023/9/16 20:00,111.2178802,27.38137054,24.25,Sunny,0,2.14
"湖南省, 中国",2023/9/16 21:00,111.2178802,27.38137054,24.9,Sunny,0,1.77
"湖南省, 中国",2023/9/16 22:00,111.2178802,27.38137054,24.31,Sunny,0,1.89
"湖南省, 中国",2023/9/16 23:00,111.2178802,27.38137054,23.85,Sunny,0,2.46
"湖南省, 中国",2023/9/17 0:00,111.2178802,27.38137054,23.95,Sunny,0,2.53
"湖南省, 中国",2023/9/17 1:00,111.2178802,27.38137054,23.5,Sunny,0,2.64
"湖南省, 中国",2023/9/17 2:00,111.2178802,27.38137054,23.15,Sunny,0,2.15
"湖南省, 中国",2023/9/17 3:00,111.2178802,27.38137054,22.95,Sunny,0,1.57
"湖南省, 中国",2023/9/17 4:00,111.2178802,27.38137054,21.95,Sunny,0,1.02
"湖南省, 中国",2023/9/17 5:00,111.2178802,27.38137054,21.45,Sunny,0,0.91
"湖南省, 中国",2023/9/17 6:00,111.2178802,27.38137054,22.56,Sunny,0,0.81
"湖南省, 中国",2023/9/17 7:00,111.2178802,27.38137054,22.2,Sunny,0,0.89
"湖南省, 中国",2023/9/17 8:00,111.2178802,27.38137054,22.85,Sunny,0,0.92
"湖南省, 中国",2023/9/17 9:00,111.2178802,27.38137054,24.5,Sunny,0,1.55
"湖南省, 中国",2023/9/17 10:00,111.2178802,27.38137054,26,Sunny,0,2.7
"湖南省, 中国",2023/9/17 11:00,111.2178802,27.38137054,27.5,Sunny,0,2.92
"湖南省, 中国",2023/9/17 12:00,111.2178802,27.38137054,28.85,Sunny,0,2.96
"湖南省, 中国",2023/9/17 13:00,111.2178802,27.38137054,29.65,Sunny,0,3.06
"湖南省, 中国",2023/9/17 14:00,111.2178802,27.38137054,30.01,Sunny,0,2.94
"湖南省, 中国",2023/9/17 15:00,111.2178802,27.38137054,29.95,Sunny,0,3.11
"湖南省, 中国",2023/9/17 16:00,111.2178802,27.38137054,29.81,Sunny,0,3.16
"湖南省, 中国",2023/9/17 17:00,111.2178802,27.38137054,29.31,Sunny,0,3.49
"湖南省, 中国",2023/9/17 18:00,111.2178802,27.38137054,28.25,Sunny,0,4.08
"湖南省, 中国",2023/9/17 19:00,111.2178802,27.38137054,26.56,Sunny,0,5.19
"湖南省, 中国",2023/9/17 20:00,111.2178802,27.38137054,25.5,Sunny,0,4.66
"湖南省, 中国",2023/9/17 21:00,111.2178802,27.38137054,24.9,Sunny,0,4.14
"湖南省, 中国",2023/9/17 22:00,111.2178802,27.38137054,24.56,Sunny,0,2.56
"湖南省, 中国",2023/9/17 23:00,111.2178802,27.38137054,23.4,Sunny,0,1.42
"湖南省, 中国",2023/9/18 0:00,111.2178802,27.38137054,23.1,Sunny,0,1.44
"湖南省, 中国",2023/9/18 1:00,111.2178802,27.38137054,23.06,Sunny,0,1.98
"湖南省, 中国",2023/9/18 2:00,111.2178802,27.38137054,22.45,Sunny,0,1.39
"湖南省, 中国",2023/9/18 3:00,111.2178802,27.38137054,23.35,Sunny,0,1.42
"湖南省, 中国",2023/9/18 4:00,111.2178802,27.38137054,21.65,Sunny,0,0.76
"湖南省, 中国",2023/9/18 5:00,111.2178802,27.38137054,21.9,Sunny,0,1.08
"湖南省, 中国",2023/9/18 6:00,111.2178802,27.38137054,21,Sunny,0,2.02
"湖南省, 中国",2023/9/18 7:00,111.2178802,27.38137054,21.81,Sunny,0,1.87
"湖南省, 中国",2023/9/18 8:00,111.2178802,27.38137054,24,Sunny,0,1.13
"湖南省, 中国",2023/9/18 9:00,111.2178802,27.38137054,25.9,Sunny,0,2.02
"湖南省, 中国",2023/9/18 10:00,111.2178802,27.38137054,27.6,Sunny,0,3.01
"湖南省, 中国",2023/9/18 11:00,111.2178802,27.38137054,29.15,Sunny,0,3.41
"湖南省, 中国",2023/9/18 12:00,111.2178802,27.38137054,30.31,Sunny,0,3.2
"湖南省, 中国",2023/9/18 13:00,111.2178802,27.38137054,30.6,Sunny,0.1,3.31
"湖南省, 中国",2023/9/18 14:00,111.2178802,27.38137054,30.76,Sunny,0.1,3.5
"湖南省, 中国",2023/9/18 15:00,111.2178802,27.38137054,30.45,Sunny,0.1,3.41
"湖南省, 中国",2023/9/18 16:00,111.2178802,27.38137054,29.9,Sunny,0.3,3.57
"湖南省, 中国",2023/9/18 17:00,111.2178802,27.38137054,29.35,Sunny,0.1,4.25
"湖南省, 中国",2023/9/18 18:00,111.2178802,27.38137054,28.15,Sunny,0,4.29
"湖南省, 中国",2023/9/18 19:00,111.2178802,27.38137054,27.1,Sunny,0,4.1
"湖南省, 中国",2023/9/18 20:00,111.2178802,27.38137054,25.15,Sunny,0,2.82
"湖南省, 中国",2023/9/18 21:00,111.2178802,27.38137054,25.1,Sunny,0,2.79
"湖南省, 中国",2023/9/18 22:00,111.2178802,27.38137054,24.6,Sunny,0,1.66
"湖南省, 中国",2023/9/18 23:00,111.2178802,27.38137054,23.9,Sunny,0,1.77
"湖南省, 中国",2023/9/19 0:00,111.2178802,27.38137054,23.5,Sunny,0,2.22
"湖南省, 中国",2023/9/19 1:00,111.2178802,27.38137054,23.1,Sunny,0,2.84
"湖南省, 中国",2023/9/19 2:00,111.2178802,27.38137054,22.56,Sunny,0,2.33
"湖南省, 中国",2023/9/19 3:00,111.2178802,27.38137054,22.85,Sunny,0,1.6
"湖南省, 中国",2023/9/19 4:00,111.2178802,27.38137054,23.35,Sunny,0,2.91
"湖南省, 中国",2023/9/19 5:00,111.2178802,27.38137054,22.06,Sunny,0,3.49
"湖南省, 中国",2023/9/19 6:00,111.2178802,27.38137054,21.5,Sunny,0,3.09
"湖南省, 中国",2023/9/19 7:00,111.2178802,27.38137054,22.45,Sunny,0,2.64
"湖南省, 中国",2023/9/19 8:00,111.2178802,27.38137054,24.15,Sunny,0,2.42
"湖南省, 中国",2023/9/19 9:00,111.2178802,27.38137054,26.31,Sunny,0,2.86
"湖南省, 中国",2023/9/19 10:00,111.2178802,27.38137054,28.4,Sunny,0,4.28
"湖南省, 中国",2023/9/19 11:00,111.2178802,27.38137054,30.01,Sunny,0,5.48
"湖南省, 中国",2023/9/19 12:00,111.2178802,27.38137054,31.2,Sunny,0,6.24
"湖南省, 中国",2023/9/19 13:00,111.2178802,27.38137054,31.95,Sunny,0,6.4
"湖南省, 中国",2023/9/19 14:00,111.2178802,27.38137054,32.26,Sunny,0,6.64
"湖南省, 中国",2023/9/19 15:00,111.2178802,27.38137054,32.35,Sunny,0,6.39
"湖南省, 中国",2023/9/19 16:00,111.2178802,27.38137054,32.35,Sunny,0,6.71
"湖南省, 中国",2023/9/19 17:00,111.2178802,27.38137054,31.76,Sunny,0,6.53
"湖南省, 中国",2023/9/19 18:00,111.2178802,27.38137054,30.76,Sunny,0,6.32
"湖南省, 中国",2023/9/19 19:00,111.2178802,27.38137054,28.5,Sunny,0,5.41
"湖南省, 中国",2023/9/19 20:00,111.2178802,27.38137054,27.56,Sunny,0,4.53
"湖南省, 中国",2023/9/19 21:00,111.2178802,27.38137054,26.75,Sunny,0,4
"湖南省, 中国",2023/9/19 22:00,111.2178802,27.38137054,25.9,Sunny,0,3.91
"湖南省, 中国",2023/9/19 23:00,111.2178802,27.38137054,25.25,Sunny,0,3.9
"湖南省, 中国",2023/9/20 0:00,111.2178802,27.38137054,24.7,Sunny,0,3.89
"湖南省, 中国",2023/9/20 1:00,111.2178802,27.38137054,24.06,Sunny,0,3.36
"湖南省, 中国",2023/9/20 2:00,111.2178802,27.38137054,23.6,Sunny,0,3.2
"湖南省, 中国",2023/9/20 3:00,111.2178802,27.38137054,23.1,Sunny,0,2.83
"湖南省, 中国",2023/9/20 4:00,111.2178802,27.38137054,22.7,Sunny,0,2.55
"湖南省, 中国",2023/9/20 5:00,111.2178802,27.38137054,23.31,Sunny,0,2.27
"湖南省, 中国",2023/9/20 6:00,111.2178802,27.38137054,23.1,Sunny,0,1.66
"湖南省, 中国",2023/9/20 7:00,111.2178802,27.38137054,23.1,Sunny,0,1.73
"湖南省, 中国",2023/9/20 8:00,111.2178802,27.38137054,25.1,Sunny,0,0.67
"湖南省, 中国",2023/9/20 9:00,111.2178802,27.38137054,27.2,Sunny,0,1.77
"湖南省, 中国",2023/9/20 10:00,111.2178802,27.38137054,28.15,Sunny,0,1.94
"湖南省, 中国",2023/9/20 11:00,111.2178802,27.38137054,27.95,drizzle,0.4,3.06
"湖南省, 中国",2023/9/20 12:00,111.2178802,27.38137054,27.25,Light Rain,1.3,3.58
"湖南省, 中国",2023/9/20 13:00,111.2178802,27.38137054,27.25,drizzle,0.8,3.97
"湖南省, 中国",2023/9/20 14:00,111.2178802,27.38137054,27.7,Sunny,0.3,3.32
"湖南省, 中国",2023/9/20 15:00,111.2178802,27.38137054,26.6,drizzle,0.4,5.39
"湖南省, 中国",2023/9/20 16:00,111.2178802,27.38137054,26.65,Overcast,0.1,4.78
"湖南省, 中国",2023/9/20 17:00,111.2178802,27.38137054,25.5,Overcast,0.1,5.69
"湖南省, 中国",2023/9/20 18:00,111.2178802,27.38137054,23.95,Sunny,0,6.24
"湖南省, 中国",2023/9/20 19:00,111.2178802,27.38137054,22.65,Overcast,0,6.53
"湖南省, 中国",2023/9/20 20:00,111.2178802,27.38137054,20.4,Sunny,0,6.77
"湖南省, 中国",2023/9/20 21:00,111.2178802,27.38137054,20,Sunny,0,6.14
"湖南省, 中国",2023/9/20 22:00,111.2178802,27.38137054,19.6,Sunny,0,5.46
"湖南省, 中国",2023/9/20 23:00,111.2178802,27.38137054,19.31,Overcast,0,4.95
"湖南省, 中国",2023/9/21 0:00,111.2178802,27.38137054,19.31,Overcast,0,4.03
"湖南省, 中国",2023/9/21 1:00,111.2178802,27.38137054,19.15,Overcast,0,3.92
"湖南省, 中国",2023/9/21 2:00,111.2178802,27.38137054,19.06,Overcast,0,3.6
"湖南省, 中国",2023/9/21 3:00,111.2178802,27.38137054,18.9,Overcast,0,3.41
"湖南省, 中国",2023/9/21 4:00,111.2178802,27.38137054,18.75,Overcast,0,3.1
"湖南省, 中国",2023/9/21 5:00,111.2178802,27.38137054,18.7,Overcast,0,3.11
"湖南省, 中国",2023/9/21 6:00,111.2178802,27.38137054,18.7,Overcast,0,3.2
"湖南省, 中国",2023/9/21 7:00,111.2178802,27.38137054,18.7,Overcast,0,2.84
"湖南省, 中国",2023/9/21 8:00,111.2178802,27.38137054,18.85,Overcast,0,3.77
"湖南省, 中国",2023/9/21 9:00,111.2178802,27.38137054,19.4,Overcast,0,3.18
"湖南省, 中国",2023/9/21 10:00,111.2178802,27.38137054,20,Overcast,0,2.34
"湖南省, 中国",2023/9/21 11:00,111.2178802,27.38137054,20.4,Overcast,0,2.25
"湖南省, 中国",2023/9/21 12:00,111.2178802,27.38137054,20.75,Overcast,0,2.15
"湖南省, 中国",2023/9/21 13:00,111.2178802,27.38137054,20.75,Overcast,0,2.33
"湖南省, 中国",2023/9/21 14:00,111.2178802,27.38137054,20.75,Overcast,0,3.65
"湖南省, 中国",2023/9/21 15:00,111.2178802,27.38137054,21.06,Overcast,0,4.24
"湖南省, 中国",2023/9/21 16:00,111.2178802,27.38137054,20.75,Overcast,0,4.85
"湖南省, 中国",2023/9/21 17:00,111.2178802,27.38137054,19.95,Overcast,0,5.41
"湖南省, 中国",2023/9/21 18:00,111.2178802,27.38137054,19.25,Overcast,0,5.97
"湖南省, 中国",2023/9/21 19:00,111.2178802,27.38137054,18.56,Overcast,0,6.33
"湖南省, 中国",2023/9/21 20:00,111.2178802,27.38137054,17.2,Overcast,0,6.85
"湖南省, 中国",2023/9/21 21:00,111.2178802,27.38137054,16.81,Sunny,0.3,5.72
"湖南省, 中国",2023/9/21 22:00,111.2178802,27.38137054,16.5,Sunny,0,4.91
"湖南省, 中国",2023/9/21 23:00,111.2178802,27.38137054,16.25,Sunny,0,4.01
"湖南省, 中国",2023/9/22 0:00,111.2178802,27.38137054,16.06,Sunny,0,3.6
"湖南省, 中国",2023/9/22 1:00,111.2178802,27.38137054,15.95,Cloudy,0,3.71
"湖南省, 中国",2023/9/22 2:00,111.2178802,27.38137054,15.95,Overcast,0,3.1
"湖南省, 中国",2023/9/22 3:00,111.2178802,27.38137054,15.95,Overcast,0,3.11
"湖南省, 中国",2023/9/22 4:00,111.2178802,27.38137054,15.9,Overcast,0,3.01
"湖南省, 中国",2023/9/22 5:00,111.2178802,27.38137054,15.9,Overcast,0,2.7
"湖南省, 中国",2023/9/22 6:00,111.2178802,27.38137054,15.95,Overcast,0,2.9
"湖南省, 中国",2023/9/22 7:00,111.2178802,27.38137054,16,Overcast,0,2.21
"湖南省, 中国",2023/9/22 8:00,111.2178802,27.38137054,16.1,Overcast,0.1,2.28
"湖南省, 中国",2023/9/22 9:00,111.2178802,27.38137054,17.06,Overcast,0,2.06
"湖南省, 中国",2023/9/22 10:00,111.2178802,27.38137054,18.35,Overcast,0,1.6
"湖南省, 中国",2023/9/22 11:00,111.2178802,27.38137054,20.85,Overcast,0,0.85
"湖南省, 中国",2023/9/22 12:00,111.2178802,27.38137054,22.25,Overcast,0,2.15
"湖南省, 中国",2023/9/22 13:00,111.2178802,27.38137054,23.31,Overcast,0,2.64
"湖南省, 中国",2023/9/22 14:00,111.2178802,27.38137054,23.81,Overcast,0,2.48
"湖南省, 中国",2023/9/22 15:00,111.2178802,27.38137054,24.15,Overcast,0,2.64
"湖南省, 中国",2023/9/22 16:00,111.2178802,27.38137054,24.35,Overcast,0,2.14
"湖南省, 中国",2023/9/22 17:00,111.2178802,27.38137054,23.9,Overcast,0,3.01
"湖南省, 中国",2023/9/22 18:00,111.2178802,27.38137054,23.15,Overcast,0,3.9
"湖南省, 中国",2023/9/22 19:00,111.2178802,27.38137054,22.4,Cloudy,0,3.93
"湖南省, 中国",2023/9/22 20:00,111.2178802,27.38137054,19.65,Overcast,0,2.68
"湖南省, 中国",2023/9/22 21:00,111.2178802,27.38137054,19.25,Overcast,0,2.05
"湖南省, 中国",2023/9/22 22:00,111.2178802,27.38137054,18.95,Overcast,0,1.78
"湖南省, 中国",2023/9/22 23:00,111.2178802,27.38137054,18.4,Sunny,0,1.62
"湖南省, 中国",2023/9/23 0:00,111.2178802,27.38137054,17.81,Sunny,0,1.46
"湖南省, 中国",2023/9/23 1:00,111.2178802,27.38137054,17.4,Sunny,0,0.92
"湖南省, 中国",2023/9/23 2:00,111.2178802,27.38137054,16.95,Sunny,0,1.43
"湖南省, 中国",2023/9/23 3:00,111.2178802,27.38137054,16.6,Sunny,0,1.53
"湖南省, 中国",2023/9/23 4:00,111.2178802,27.38137054,16.56,Cloudy,0,2.04
"湖南省, 中国",2023/9/23 5:00,111.2178802,27.38137054,16.35,Overcast,0,2.3
"湖南省, 中国",2023/9/23 6:00,111.2178802,27.38137054,16.6,Overcast,0,2.11
"湖南省, 中国",2023/9/23 7:00,111.2178802,27.38137054,16.75,Overcast,0,1.48
"湖南省, 中国",2023/9/23 8:00,111.2178802,27.38137054,17.35,Overcast,0,1.17
"湖南省, 中国",2023/9/23 9:00,111.2178802,27.38137054,18.31,Overcast,0,0.61
"湖南省, 中国",2023/9/23 10:00,111.2178802,27.38137054,19.85,Overcast,0,1.06
"湖南省, 中国",2023/9/23 11:00,111.2178802,27.38137054,21.75,Overcast,0,2.13
"湖南省, 中国",2023/9/23 12:00,111.2178802,27.38137054,22.45,Overcast,0,2.62
"湖南省, 中国",2023/9/23 13:00,111.2178802,27.38137054,23.35,Overcast,0,2.19
"湖南省, 中国",2023/9/23 14:00,111.2178802,27.38137054,24.25,Cloudy,0,1.71
"湖南省, 中国",2023/9/23 15:00,111.2178802,27.38137054,24.95,Overcast,0,1.89
"湖南省, 中国",2023/9/23 16:00,111.2178802,27.38137054,25.35,Sunny,0,2.62
"湖南省, 中国",2023/9/23 17:00,111.2178802,27.38137054,24.95,Sunny,0,3.08
"湖南省, 中国",2023/9/23 18:00,111.2178802,27.38137054,24.25,Sunny,0,3.88
"湖南省, 中国",2023/9/23 19:00,111.2178802,27.38137054,22.75,Sunny,0,4.16
"湖南省, 中国",2023/9/23 20:00,111.2178802,27.38137054,21.5,Sunny,0,2.73
"湖南省, 中国",2023/9/23 21:00,111.2178802,27.38137054,19.85,Sunny,0,2.72
"湖南省, 中国",2023/9/23 22:00,111.2178802,27.38137054,19,Sunny,0,1.86
"湖南省, 中国",2023/9/23 23:00,111.2178802,27.38137054,18.35,Sunny,0,1.03
"湖南省, 中国",2023/9/24 0:00,111.2178802,27.38137054,18.4,Sunny,0,1.46
"湖南省, 中国",2023/9/24 1:00,111.2178802,27.38137054,18.1,Sunny,0,1.21
"湖南省, 中国",2023/9/24 2:00,111.2178802,27.38137054,17.75,Sunny,0,0.82
"湖南省, 中国",2023/9/24 3:00,111.2178802,27.38137054,17.95,Overcast,0,1.2
"湖南省, 中国",2023/9/24 4:00,111.2178802,27.38137054,18.1,Overcast,0,1.94
"湖南省, 中国",2023/9/24 5:00,111.2178802,27.38137054,18.75,Overcast,0,2.52
"湖南省, 中国",2023/9/24 6:00,111.2178802,27.38137054,18.95,Overcast,0,2.4
"湖南省, 中国",2023/9/24 7:00,111.2178802,27.38137054,19.1,Overcast,0,2.01
"湖南省, 中国",2023/9/24 8:00,111.2178802,27.38137054,19.4,Overcast,0,1.26
"湖南省, 中国",2023/9/24 9:00,111.2178802,27.38137054,20.6,Overcast,0,1.1
"湖南省, 中国",2023/9/24 10:00,111.2178802,27.38137054,21.5,Overcast,0,1.8
"湖南省, 中国",2023/9/24 11:00,111.2178802,27.38137054,22.45,Overcast,0,2.48
"湖南省, 中国",2023/9/24 12:00,111.2178802,27.38137054,23.65,Sunny,0,2.42
"湖南省, 中国",2023/9/24 13:00,111.2178802,27.38137054,24.31,Overcast,0,2.73
"湖南省, 中国",2023/9/24 14:00,111.2178802,27.38137054,24.65,Sunny,0,2.88
"湖南省, 中国",2023/9/24 15:00,111.2178802,27.38137054,25.1,Sunny,0,2.48
"湖南省, 中国",2023/9/24 16:00,111.2178802,27.38137054,25.25,Sunny,0,2.48
"湖南省, 中国",2023/9/24 17:00,111.2178802,27.38137054,25.25,Sunny,0,2.69
"湖南省, 中国",2023/9/24 18:00,111.2178802,27.38137054,24.25,Sunny,0,3.35
"湖南省, 中国",2023/9/24 19:00,111.2178802,27.38137054,23.06,Sunny,0,3.54
"湖南省, 中国",2023/9/24 20:00,111.2178802,27.38137054,21.31,Sunny,0,3.76
"湖南省, 中国",2023/9/24 21:00,111.2178802,27.38137054,20.45,Sunny,0,4.05
"湖南省, 中国",2023/9/24 22:00,111.2178802,27.38137054,19.75,Sunny,0,3.77
"湖南省, 中国",2023/9/24 23:00,111.2178802,27.38137054,19.35,Cloudy,0,3.69
"湖南省, 中国",2023/9/25 0:00,111.2178802,27.38137054,19.25,Cloudy,0,3.91
